Time,Team,Operation,BuyVolume,SellVolume,EtfPosition,FuturePosition,EtfPrice,FuturePrice,TotalFees,AccountBalance,ProfitOrLoss,Status
11.5,TraderOne,Tick,0,0,0,0,147300,147000,0,0,0,OK
11.703,TraderOne,Tick,0,0,0,0,147300,147200,0,0,0,OK
12.031,TraderOne,Tick,0,0,0,0,147400,147200,0,0,0,OK
12.265,TraderOne,Tick,0,0,0,0,147400,147200,0,0,0,OK
12.5,TraderOne,Tick,0,0,0,0,147400,147200,0,0,0,OK
12.75,TraderOne,Tick,0,0,0,0,147400,147200,0,0,0,OK
12.953,TraderOne,Tick,0,0,0,0,147400,147200,0,0,0,OK
13.234,TraderOne,Tick,0,0,0,0,146600,147200,0,0,0,OK
13.5,TraderOne,Tick,0,0,0,0,146600,147200,0,0,0,OK
13.734,TraderOne,Tick,0,0,0,0,146600,147200,0,0,0,OK
13.953,TraderOne,Tick,0,0,0,0,146600,147200,0,0,0,OK
14.218,TraderOne,Tick,0,0,0,0,146600,147200,0,0,0,OK
14.515,TraderOne,Tick,0,0,0,0,146600,147200,0,0,0,OK
14.718,TraderOne,Tick,0,0,0,0,146600,147200,0,0,0,OK
14.953,TraderOne,Tick,0,0,0,0,146600,147200,0,0,0,OK
15.265,TraderOne,Tick,0,0,0,0,146600,147200,0,0,0,OK
15.515,TraderOne,Tick,0,0,0,0,146900,146800,0,0,0,OK
15.75,TraderOne,Tick,0,0,0,0,146900,146800,0,0,0,OK
15.984,TraderOne,Tick,0,0,0,0,146900,146900,0,0,0,OK
16.25,TraderOne,Tick,0,0,0,0,146900,146900,0,0,0,OK
16.531,TraderOne,Tick,0,0,0,0,146900,146900,0,0,0,OK
16.797,TraderOne,Tick,0,0,0,0,146900,146900,0,0,0,OK
16.953,TraderOne,Tick,0,0,0,0,146900,146900,0,0,0,OK
17.218,TraderOne,Tick,0,0,0,0,146900,146900,0,0,0,OK
17.453,TraderOne,Tick,0,0,0,0,146900,146900,0,0,0,OK
17.765,TraderOne,Tick,0,0,0,0,146900,146900,0,0,0,OK
18.015,TraderOne,Tick,0,0,0,0,146900,146900,0,0,0,OK
18.297,TraderOne,Tick,0,0,0,0,146600,146900,0,0,0,OK
18.531,TraderOne,Tick,0,0,0,0,146600,147100,0,0,0,OK
18.765,TraderOne,Tick,0,0,0,0,146600,147100,0,0,0,OK
18.968,TraderOne,Tick,0,0,0,0,146600,147100,0,0,0,OK
19.265,TraderOne,Tick,0,0,0,0,146600,147100,0,0,0,OK
19.468,TraderOne,Tick,0,0,0,0,146600,147200,0,0,0,OK
19.797,TraderOne,Tick,0,0,0,0,146600,147200,0,0,0,OK
19.953,TraderOne,Tick,0,0,0,0,146600,147200,0,0,0,OK
20.203,TraderOne,Tick,0,0,0,0,146600,147200,0,0,0,OK
20.562,TraderOne,Tick,0,0,0,0,146900,147900,0,0,0,OK
20.797,TraderOne,Tick,0,0,0,0,147500,147900,0,0,0,OK
20.984,TraderOne,Tick,0,0,0,0,147500,147900,0,0,0,OK
21.297,TraderOne,Tick,0,0,0,0,147500,147900,0,0,0,OK
21.515,TraderOne,Tick,0,0,0,0,147500,147900,0,0,0,OK
21.75,TraderOne,Tick,0,0,0,0,147500,147900,0,0,0,OK
21.968,TraderOne,Tick,0,0,0,0,147500,148000,0,0,0,OK
22.218,TraderOne,Tick,0,0,0,0,147500,148000,0,0,0,OK
22.484,TraderOne,Tick,0,0,0,0,147500,148100,0,0,0,OK
22.765,TraderOne,Tick,0,0,0,0,147500,148100,0,0,0,OK
22.968,TraderOne,Tick,0,0,0,0,147500,148000,0,0,0,OK
23.25,TraderOne,Tick,0,0,0,0,147500,148000,0,0,0,OK
23.468,TraderOne,Tick,0,0,0,0,147500,147700,0,0,0,OK
23.718,TraderOne,Tick,0,0,0,0,147500,147700,0,0,0,OK
23.984,TraderOne,Tick,0,0,0,0,147600,147700,0,0,0,OK
24.25,TraderOne,Tick,0,0,0,0,147600,147700,0,0,0,OK
24.562,TraderOne,Tick,0,0,0,0,147600,147700,0,0,0,OK
24.734,TraderOne,Tick,0,0,0,0,147600,147700,0,0,0,OK
25.015,TraderOne,Tick,0,0,0,0,147600,148100,0,0,0,OK
25.25,TraderOne,Tick,0,0,0,0,147600,148200,0,0,0,OK
25.578,TraderOne,Tick,0,0,0,0,147700,147900,0,0,0,OK
25.734,TraderOne,Tick,0,0,0,0,147700,147900,0,0,0,OK
25.968,TraderOne,Tick,0,0,0,0,147700,147900,0,0,0,OK
26.265,TraderOne,Tick,0,0,0,0,147700,147900,0,0,0,OK
26.453,TraderOne,Tick,0,0,0,0,147400,147900,0,0,0,OK
26.75,TraderOne,Tick,0,0,0,0,147400,147900,0,0,0,OK
26.953,TraderOne,Tick,0,0,0,0,147400,147900,0,0,0,OK
27.265,TraderOne,Tick,0,0,0,0,147400,147900,0,0,0,OK
27.531,TraderOne,Tick,0,0,0,0,147400,147900,0,0,0,OK
27.718,TraderOne,Tick,0,0,0,0,147400,147900,0,0,0,OK
28.047,TraderOne,Tick,0,0,0,0,147200,147800,0,0,0,OK
28.234,TraderOne,Tick,0,0,0,0,147200,147800,0,0,0,OK
28.453,TraderOne,Tick,0,0,0,0,147700,147800,0,0,0,OK
28.75,TraderOne,Tick,0,0,0,0,147700,147600,0,0,0,OK
28.968,TraderOne,Tick,0,0,0,0,147700,147600,0,0,0,OK
29.25,TraderOne,Tick,0,0,0,0,147700,147600,0,0,0,OK
29.531,TraderOne,Tick,0,0,0,0,147700,147600,0,0,0,OK
29.718,TraderOne,Tick,0,0,0,0,147700,147600,0,0,0,OK
30.015,TraderOne,Tick,0,0,0,0,147700,147600,0,0,0,OK
30.218,TraderOne,Tick,0,0,0,0,147700,147600,0,0,0,OK
30.562,TraderOne,Tick,0,0,0,0,147700,147600,0,0,0,OK
30.75,TraderOne,Tick,0,0,0,0,147700,147400,0,0,0,OK
31.047,TraderOne,Tick,0,0,0,0,147700,147400,0,0,0,OK
31.281,TraderOne,Tick,0,0,0,0,147700,147400,0,0,0,OK
31.468,TraderOne,Tick,0,0,0,0,147000,147400,0,0,0,OK
31.734,TraderOne,Tick,0,0,0,0,147000,147400,0,0,0,OK
31.968,TraderOne,Tick,0,0,0,0,147000,147400,0,0,0,OK
32.234,TraderOne,Tick,0,0,0,0,147000,147400,0,0,0,OK
32.515,TraderOne,Tick,0,0,0,0,147000,147400,0,0,0,OK
32.781,TraderOne,Tick,0,0,0,0,147000,147600,0,0,0,OK
33.047,TraderOne,Tick,0,0,0,0,147000,147600,0,0,0,OK
33.281,TraderOne,Tick,0,0,0,0,147000,147600,0,0,0,OK
33.531,TraderOne,Tick,0,0,0,0,147000,147600,0,0,0,OK
33.718,TraderOne,Tick,0,0,0,0,146900,147600,0,0,0,OK
34.031,TraderOne,Tick,0,0,0,0,146900,147600,0,0,0,OK
34.25,TraderOne,Tick,0,0,0,0,146900,147200,0,0,0,OK
34.515,TraderOne,Tick,0,0,0,0,146900,147200,0,0,0,OK
34.765,TraderOne,Tick,0,0,0,0,146900,147200,0,0,0,OK
35.0,TraderOne,Tick,0,0,0,0,146900,147200,0,0,0,OK
35.25,TraderOne,Tick,0,0,0,0,146900,147300,0,0,0,OK
35.5,TraderOne,Tick,0,0,0,0,147100,147400,0,0,0,OK
35.75,TraderOne,Tick,0,0,0,0,147100,147000,0,0,0,OK
36.015,TraderOne,Tick,0,0,0,0,147100,147000,0,0,0,OK
36.25,TraderOne,Tick,0,0,0,0,147100,147000,0,0,0,OK
36.562,TraderOne,Tick,0,0,0,0,147100,147000,0,0,0,OK
36.718,TraderOne,Tick,0,0,0,0,147100,147000,0,0,0,OK
36.984,TraderOne,Tick,0,0,0,0,147100,147000,0,0,0,OK
37.218,TraderOne,Tick,0,0,0,0,147100,147000,0,0,0,OK
37.484,TraderOne,Tick,0,0,0,0,147100,147300,0,0,0,OK
37.718,TraderOne,Tick,0,0,0,0,147100,147300,0,0,0,OK
38.047,TraderOne,Tick,0,0,0,0,147100,147300,0,0,0,OK
38.25,TraderOne,Tick,0,0,0,0,147100,147300,0,0,0,OK
38.484,TraderOne,Tick,0,0,0,0,147100,147300,0,0,0,OK
38.781,TraderOne,Tick,0,0,0,0,147100,147300,0,0,0,OK
39.031,TraderOne,Tick,0,0,0,0,147100,147300,0,0,0,OK
39.218,TraderOne,Tick,0,0,0,0,147000,147300,0,0,0,OK
39.562,TraderOne,Tick,0,0,0,0,147700,147300,0,0,0,OK
39.797,TraderOne,Tick,0,0,0,0,147700,147300,0,0,0,OK
39.953,TraderOne,Tick,0,0,0,0,147700,147300,0,0,0,OK
40.265,TraderOne,Tick,0,0,0,0,147700,147300,0,0,0,OK
40.453,TraderOne,Tick,0,0,0,0,147800,147300,0,0,0,OK
40.797,TraderOne,Tick,0,0,0,0,147800,147300,0,0,0,OK
41.047,TraderOne,Tick,0,0,0,0,147800,147300,0,0,0,OK
41.265,TraderOne,Tick,0,0,0,0,147800,147300,0,0,0,OK
41.5,TraderOne,Tick,0,0,0,0,147800,147300,0,0,0,OK
41.75,TraderOne,Tick,0,0,0,0,147800,147300,0,0,0,OK
42.047,TraderOne,Tick,0,0,0,0,147800,147200,0,0,0,OK
42.297,TraderOne,Tick,0,0,0,0,147700,147200,0,0,0,OK
42.5,TraderOne,Tick,0,0,0,0,147700,147200,0,0,0,OK
42.75,TraderOne,Tick,0,0,0,0,147700,147200,0,0,0,OK
42.968,TraderOne,Tick,0,0,0,0,147700,147200,0,0,0,OK
43.265,TraderOne,Tick,0,0,0,0,147700,147200,0,0,0,OK
43.484,TraderOne,Tick,0,0,0,0,147700,147200,0,0,0,OK
43.75,TraderOne,Tick,0,0,0,0,147700,147400,0,0,0,OK
44.0,TraderOne,Tick,0,0,0,0,147700,147400,0,0,0,OK
44.218,TraderOne,Tick,0,0,0,0,147700,147400,0,0,0,OK
44.547,TraderOne,Tick,0,0,0,0,147700,147400,0,0,0,OK
44.718,TraderOne,Tick,0,0,0,0,147700,147400,0,0,0,OK
44.968,TraderOne,Tick,0,0,0,0,147700,147400,0,0,0,OK
45.25,TraderOne,Tick,0,0,0,0,147700,147500,0,0,0,OK
45.578,TraderOne,Tick,0,0,0,0,147700,147500,0,0,0,OK
45.734,TraderOne,Tick,0,0,0,0,147700,147500,0,0,0,OK
46.015,TraderOne,Tick,0,0,0,0,147700,147500,0,0,0,OK
46.25,TraderOne,Tick,0,0,0,0,147700,147500,0,0,0,OK
46.484,TraderOne,Tick,0,0,0,0,147700,147500,0,0,0,OK
46.75,TraderOne,Tick,0,0,0,0,147700,147500,0,0,0,OK
47.015,TraderOne,Tick,0,0,0,0,147700,147500,0,0,0,OK
47.234,TraderOne,Tick,0,0,0,0,147700,147500,0,0,0,OK
47.547,TraderOne,Tick,0,0,0,0,147700,147500,0,0,0,OK
47.765,TraderOne,Tick,0,0,0,0,147700,147500,0,0,0,OK
48.015,TraderOne,Tick,0,0,0,0,147700,147500,0,0,0,OK
48.218,TraderOne,Tick,0,0,0,0,147700,147500,0,0,0,OK
48.515,TraderOne,Tick,0,0,0,0,147400,147500,0,0,0,OK
48.703,TraderOne,Tick,0,0,0,0,147400,147500,0,0,0,OK
49.031,TraderOne,Tick,0,0,0,0,147400,147500,0,0,0,OK
49.218,TraderOne,Tick,0,0,0,0,147400,147500,0,0,0,OK
49.547,TraderOne,Tick,0,0,0,0,147400,147500,0,0,0,OK
49.797,TraderOne,Tick,0,0,0,0,147400,147500,0,0,0,OK
50.015,TraderOne,Tick,0,0,0,0,147400,147500,0,0,0,OK
50.234,TraderOne,Tick,0,0,0,0,147400,147500,0,0,0,OK
50.531,TraderOne,Tick,0,0,0,0,147900,147500,0,0,0,OK
50.75,TraderOne,Tick,0,0,0,0,147900,147500,0,0,0,OK
50.984,TraderOne,Tick,0,0,0,0,147900,147500,0,0,0,OK
51.297,TraderOne,Tick,0,0,0,0,147900,147500,0,0,0,OK
51.5,TraderOne,Tick,0,0,0,0,147900,147500,0,0,0,OK
51.75,TraderOne,Tick,0,0,0,0,147900,147500,0,0,0,OK
52.015,TraderOne,Tick,0,0,0,0,147900,147300,0,0,0,OK
52.297,TraderOne,Tick,0,0,0,0,147900,147300,0,0,0,OK
52.547,TraderOne,Tick,0,0,0,0,147900,147300,0,0,0,OK
52.75,TraderOne,Tick,0,0,0,0,147900,147300,0,0,0,OK
53.015,TraderOne,Tick,0,0,0,0,147900,147300,0,0,0,OK
53.234,TraderOne,Tick,0,0,0,0,147900,147300,0,0,0,OK
53.453,TraderOne,Tick,0,0,0,0,147900,147300,0,0,0,OK
53.703,TraderOne,Tick,0,0,0,0,147900,147300,0,0,0,OK
54.047,TraderOne,Tick,0,0,0,0,147900,147300,0,0,0,OK
54.203,TraderOne,Tick,0,0,0,0,147900,147300,0,0,0,OK
54.531,TraderOne,Tick,0,0,0,0,147900,147200,0,0,0,OK
54.781,TraderOne,Tick,0,0,0,0,147900,147200,0,0,0,OK
55.047,TraderOne,Tick,0,0,0,0,147900,147200,0,0,0,OK
55.218,TraderOne,Tick,0,0,0,0,147300,147300,0,0,0,OK
55.5,TraderOne,Tick,0,0,0,0,147300,146900,0,0,0,OK
55.75,TraderOne,Tick,0,0,0,0,147300,146900,0,0,0,OK
56.031,TraderOne,Tick,0,0,0,0,147300,147100,0,0,0,OK
56.234,TraderOne,Tick,0,0,0,0,147300,147100,0,0,0,OK
56.5,TraderOne,Tick,0,0,0,0,147300,147100,0,0,0,OK
56.703,TraderOne,Tick,0,0,0,0,147300,147100,0,0,0,OK
57.0,TraderOne,Tick,0,0,0,0,147300,147100,0,0,0,OK
57.218,TraderOne,Tick,0,0,0,0,147300,147100,0,0,0,OK
57.547,TraderOne,Tick,0,0,0,0,147300,146800,0,0,0,OK
57.75,TraderOne,Tick,0,0,0,0,147300,146700,0,0,0,OK
58.015,TraderOne,Tick,0,0,0,0,147300,146600,0,0,0,OK
58.312,TraderOne,Tick,0,0,0,0,147300,146700,0,0,0,OK
58.562,TraderOne,Tick,0,0,0,0,147300,146700,0,0,0,OK
58.765,TraderOne,Tick,0,0,0,0,147300,146700,0,0,0,OK
58.968,TraderOne,Tick,0,0,0,0,147300,146700,0,0,0,OK
59.312,TraderOne,Tick,0,0,0,0,147300,146700,0,0,0,OK
59.515,TraderOne,Tick,0,0,0,0,147300,146500,0,0,0,OK
59.797,TraderOne,Tick,0,0,0,0,147300,146500,0,0,0,OK
60.015,TraderOne,Tick,0,0,0,0,147300,146500,0,0,0,OK
60.203,TraderOne,Tick,0,0,0,0,147300,146700,0,0,0,OK
60.547,TraderOne,Tick,0,0,0,0,147300,146700,0,0,0,OK
60.781,TraderOne,Tick,0,0,0,0,147300,146500,0,0,0,OK
61.047,TraderOne,Tick,0,0,0,0,147300,146500,0,0,0,OK
61.25,TraderOne,Tick,0,0,0,0,147300,146500,0,0,0,OK
61.5,TraderOne,Tick,0,0,0,0,147300,146500,0,0,0,OK
61.703,TraderOne,Tick,0,0,0,0,147100,146500,0,0,0,OK
61.953,TraderOne,Tick,0,0,0,0,147100,146500,0,0,0,OK
62.234,TraderOne,Tick,0,0,0,0,147000,146500,0,0,0,OK
62.484,TraderOne,Tick,0,0,0,0,146800,146300,0,0,0,OK
62.765,TraderOne,Tick,0,0,0,0,146700,146300,0,0,0,OK
63.047,TraderOne,Tick,0,0,0,0,146700,146300,0,0,0,OK
63.25,TraderOne,Tick,0,0,0,0,146700,146300,0,0,0,OK
63.5,TraderOne,Tick,0,0,0,0,146700,146300,0,0,0,OK
63.734,TraderOne,Tick,0,0,0,0,146700,146300,0,0,0,OK
63.968,TraderOne,Tick,0,0,0,0,146700,146300,0,0,0,OK
64.218,TraderOne,Tick,0,0,0,0,146700,146300,0,0,0,OK
64.484,TraderOne,Tick,0,0,0,0,146700,146300,0,0,0,OK
64.703,TraderOne,Tick,0,0,0,0,146700,146300,0,0,0,OK
64.984,TraderOne,Tick,0,0,0,0,146700,146300,0,0,0,OK
65.297,TraderOne,Tick,0,0,0,0,146700,146900,0,0,0,OK
65.547,TraderOne,Tick,0,0,0,0,146700,146900,0,0,0,OK
65.765,TraderOne,Tick,0,0,0,0,146700,146900,0,0,0,OK
65.984,TraderOne,Tick,0,0,0,0,146600,146900,0,0,0,OK
66.25,TraderOne,Tick,0,0,0,0,146600,146900,0,0,0,OK
66.5,TraderOne,Tick,0,0,0,0,147300,146900,0,0,0,OK
66.734,TraderOne,Tick,0,0,0,0,147300,146900,0,0,0,OK
66.953,TraderOne,Tick,0,0,0,0,146500,146900,0,0,0,OK
67.203,TraderOne,Tick,0,0,0,0,146500,146900,0,0,0,OK
67.547,TraderOne,Tick,0,0,0,0,146500,146900,0,0,0,OK
67.797,TraderOne,Tick,0,0,0,0,146500,146900,0,0,0,OK
68.0,TraderOne,Tick,0,0,0,0,146500,146900,0,0,0,OK
68.265,TraderOne,Tick,0,0,0,0,146900,146900,0,0,0,OK
68.5,TraderOne,Tick,0,0,0,0,146500,146900,0,0,0,OK
68.75,TraderOne,Tick,0,0,0,0,146500,147200,0,0,0,OK
69.0,TraderOne,Tick,0,0,0,0,146500,147200,0,0,0,OK
69.234,TraderOne,Tick,0,0,0,0,147500,147200,0,0,0,OK
69.515,TraderOne,Tick,0,0,0,0,147500,147200,0,0,0,OK
69.734,TraderOne,Tick,0,0,0,0,147500,147300,0,0,0,OK
69.953,TraderOne,Tick,0,0,0,0,147500,147300,0,0,0,OK
70.297,TraderOne,Tick,0,0,0,0,147500,147300,0,0,0,OK
70.5,TraderOne,Tick,0,0,0,0,147500,147300,0,0,0,OK
70.718,TraderOne,Tick,0,0,0,0,146400,147300,0,0,0,OK
71.047,TraderOne,Tick,0,0,0,0,146400,147300,0,0,0,OK
71.297,TraderOne,Tick,0,0,0,0,146400,147300,0,0,0,OK
71.515,TraderOne,Tick,0,0,0,0,146400,147300,0,0,0,OK
71.734,TraderOne,Tick,0,0,0,0,146400,147300,0,0,0,OK
71.968,TraderOne,Tick,0,0,0,0,146400,147300,0,0,0,OK
72.218,TraderOne,Tick,0,0,0,0,146400,147300,0,0,0,OK
72.547,TraderOne,Tick,0,0,0,0,147500,147300,0,0,0,OK
72.765,TraderOne,Tick,0,0,0,0,147500,147300,0,0,0,OK
72.984,TraderOne,Tick,0,0,0,0,147600,147300,0,0,0,OK
73.297,TraderOne,Tick,0,0,0,0,147600,147300,0,0,0,OK
73.515,TraderOne,Tick,0,0,0,0,147600,147200,0,0,0,OK
73.75,TraderOne,Tick,0,0,0,0,147600,147200,0,0,0,OK
74.062,TraderOne,Tick,0,0,0,0,147600,147200,0,0,0,OK
74.265,TraderOne,Tick,0,0,0,0,147600,147200,0,0,0,OK
74.547,TraderOne,Tick,0,0,0,0,147600,147200,0,0,0,OK
74.703,TraderOne,Tick,0,0,0,0,147600,147200,0,0,0,OK
75.0,TraderOne,Tick,0,0,0,0,147600,147200,0,0,0,OK
75.234,TraderOne,Tick,0,0,0,0,147600,147400,0,0,0,OK
75.468,TraderOne,Tick,0,0,0,0,147600,147400,0,0,0,OK
75.718,TraderOne,Tick,0,0,0,0,147600,147400,0,0,0,OK
76.047,TraderOne,Tick,0,0,0,0,147600,147400,0,0,0,OK
76.234,TraderOne,Tick,0,0,0,0,147600,147400,0,0,0,OK
76.515,TraderOne,Tick,0,0,0,0,147600,147500,0,0,0,OK
76.75,TraderOne,Tick,0,0,0,0,147600,147600,0,0,0,OK
77.0,TraderOne,Tick,0,0,0,0,147600,147600,0,0,0,OK
77.297,TraderOne,Tick,0,0,0,0,147600,147600,0,0,0,OK
77.5,TraderOne,Tick,0,0,0,0,147600,147600,0,0,0,OK
77.75,TraderOne,Tick,0,0,0,0,147500,147600,0,0,0,OK
78.031,TraderOne,Tick,0,0,0,0,147500,147600,0,0,0,OK
78.265,TraderOne,Tick,0,0,0,0,147500,147600,0,0,0,OK
78.484,TraderOne,Tick,0,0,0,0,147500,147600,0,0,0,OK
78.765,TraderOne,Tick,0,0,0,0,147500,147600,0,0,0,OK
78.968,TraderOne,Tick,0,0,0,0,147500,147600,0,0,0,OK
79.203,TraderOne,Tick,0,0,0,0,147500,147600,0,0,0,OK
79.547,TraderOne,Tick,0,0,0,0,147500,147600,0,0,0,OK
79.828,TraderOne,Tick,0,0,0,0,147600,148600,0,0,0,OK
80.0,TraderOne,Tick,0,0,0,0,147600,148400,0,0,0,OK
80.281,TraderOne,Tick,0,0,0,0,147600,148400,0,0,0,OK
80.453,TraderOne,Tick,0,0,0,0,147600,148400,0,0,0,OK
80.812,TraderOne,Tick,0,0,0,0,147600,148400,0,0,0,OK
81.0,TraderOne,Tick,0,0,0,0,147600,148400,0,0,0,OK
81.265,TraderOne,Tick,0,0,0,0,147600,148200,0,0,0,OK
81.484,TraderOne,Tick,0,0,0,0,147600,148400,0,0,0,OK
81.781,TraderOne,Tick,0,10,-10,10,148100,148400,-148,-6852,-4852,OK
82.0,TraderOne,Tick,0,10,-10,20,148000,148400,-148,-1490852,-4852,OK
82.312,TraderOne,Tick,0,10,-10,30,148000,148400,-148,-2974852,-4852,OK
82.515,TraderOne,Tick,0,10,-10,40,148200,148800,-148,-4462852,3148,OK
82.75,TraderOne,Tick,0,10,-10,50,148200,148800,-148,-5950852,3148,OK
83.047,TraderOne,Tick,0,10,-10,60,148200,148800,-148,-7438852,3148,OK
83.203,TraderOne,Tick,0,10,-10,70,148300,148800,-148,-8926852,3148,OK
83.531,TraderOne,Tick,0,10,-10,80,148300,148800,-148,-10414852,3148,OK
83.718,TraderOne,Tick,0,10,-10,90,148300,148800,-148,-11902852,3148,OK
83.984,TraderOne,Tick,0,10,-10,100,148400,149000,-148,-13390852,21148,OK
83.984,TraderOne,Breach,0,10,-10,110,148400,149000,-148,-14880852,21148,
83.984,TraderOne,Disconnect,0,10,-10,110,148400,149000,-148,-14880852,21148,
84.297,TraderOne,Tick,0,10,-10,110,148400,149000,-148,-14880852,21148,BREACH
84.562,TraderOne,Tick,0,10,-10,110,148400,149000,-148,-14880852,21148,BREACH
84.75,TraderOne,Tick,0,10,-10,110,148400,149200,-148,-14880852,41148,BREACH
84.968,TraderOne,Tick,0,10,-10,110,148600,149200,-148,-14880852,41148,BREACH
85.25,TraderOne,Tick,0,10,-10,110,148600,149200,-148,-14880852,41148,BREACH
85.547,TraderOne,Tick,0,10,-10,110,148800,149200,-148,-14880852,41148,BREACH
85.75,TraderOne,Tick,0,10,-10,110,148800,149200,-148,-14880852,41148,BREACH
85.984,TraderOne,Tick,0,10,-10,110,148800,149600,-148,-14880852,81148,BREACH
86.218,TraderOne,Tick,0,10,-10,110,148900,149600,-148,-14880852,81148,BREACH
86.468,TraderOne,Tick,0,10,-10,110,148900,149600,-148,-14880852,81148,BREACH
86.765,TraderOne,Tick,0,10,-10,110,149600,149600,-148,-14880852,79148,BREACH
87.031,TraderOne,Tick,0,10,-10,110,149600,149600,-148,-14880852,79148,BREACH
87.281,TraderOne,Tick,0,10,-10,110,149600,149700,-148,-14880852,90148,BREACH
87.515,TraderOne,Tick,0,10,-10,110,149600,149700,-148,-14880852,90148,BREACH
87.75,TraderOne,Tick,0,10,-10,110,149600,149700,-148,-14880852,90148,BREACH
88.015,TraderOne,Tick,0,10,-10,110,149600,149500,-148,-14880852,68148,BREACH
88.281,TraderOne,Tick,0,10,-10,110,149600,149500,-148,-14880852,68148,BREACH
88.453,TraderOne,Tick,0,10,-10,110,149600,149500,-148,-14880852,68148,BREACH
88.765,TraderOne,Tick,0,10,-10,110,149600,149100,-148,-14880852,27148,BREACH
88.984,TraderOne,Tick,0,10,-10,110,149600,149100,-148,-14880852,27148,BREACH
89.312,TraderOne,Tick,0,10,-10,110,149600,149100,-148,-14880852,27148,BREACH
89.515,TraderOne,Tick,0,10,-10,110,149600,148900,-148,-14880852,7148,BREACH
89.75,TraderOne,Tick,0,10,-10,110,149600,148900,-148,-14880852,7148,BREACH
90.0,TraderOne,Tick,0,10,-10,110,149600,148900,-148,-14880852,7148,BREACH
90.25,TraderOne,Tick,0,10,-10,110,149600,148900,-148,-14880852,7148,BREACH
90.468,TraderOne,Tick,0,10,-10,110,149600,149100,-148,-14880852,27148,BREACH
90.75,TraderOne,Tick,0,10,-10,110,149600,149100,-148,-14880852,27148,BREACH
